id,name,location,phonenumber,category,province,xpos,ypos,average_rating
691,의료법인 성곡의료재단 군산효자요양병원,"전라북도 군산시 청소년회관로 45, (송풍동)",063-472-8300,내과,전북,126.6997541,35.9794383,2.7
692,의료법인 성원의료재단 감천참편한요양병원,"부산광역시 사하구 감천로 125, (감천동, 우리빌딩)",051-204-9998,내과,부산,129.005608,35.0876923,2.2
693,의료법인 성원의료재단 영도참편한 요양병원,"부산광역시 영도구 동삼서로 21, (동삼동, 영도참편한요양병원)",403-9971,내과,부산,129.0686962,35.0808554,2.4
694,의료법인 성은의료재단 연산요양병원,"부산광역시 연제구 배산북로 50, (연산동, C동 1~6층(일부 제외))",051-866-5300,내과,부산,129.094698,35.1783372,
695,의료법인 세명의료재단 세명요양병원,"대전광역시 중구 대종로 599, (선화동)",042-252-8275,내과,대전,127.4175685,36.335057,3.3
696,의료법인 세연의료재단 무거연세요양병원,"울산광역시 남구 대학로 148, 2~7층 (무거동)",052-223-8866,내과,울산,129.2626935,35.5477362,3.5
697,의료법인 솔트의료재단 예성요양병원,"충청북도 제천시 용두천로 333, (청전동)",043-653-7700,내과,충북,128.217613,37.154683,3.0
698,의료법인 송파의료재단 가야요양병원,"경상남도 김해시 주촌면 이지산단로 155, ()",055-337-8888,내과,경남,128.8389015,35.2246739,2.2
699,의료법인 송화의료재단 조은요양병원,"경기도 의정부시 용현로105번길 45-14, 1-9층 (민락동)",031-853-0119,내과,경기,127.0861194,37.7431649,2.0
700,의료법인 수영의료재단 고성제일요양병원,"경상남도 고성군 고성읍 남해안대로 2514, ()",055-804-8000,내과,경남,128.3357281,34.9681922,3.7
701,의료법인 시영의료재단 함안요양병원,"경상남도 함안군 칠원읍 용산2길 45-13, 4층",055-586-5009,내과,경남,128.5156027,35.3089491,3.9
702,의료법인 신명진의료재단 퍼스트힐화성요양병원,"경기도 화성시 남양읍 시청로 11, 1,3층 102~104, 107~112, 3층",031-356-4000,내과,경기,126.8194183,37.2082565,3.6
703,의료법인 신암의료재단 제일요양병원,"부산광역시 사하구 동매로44번길 8, (하단동)",202-8899,내과,부산,128.9631225,35.1028686,3.3
704,의료법인 아주효성의료재단 효성요양병원,"경기도 화성시 효행로 1063, 메디프렌드 (진안동)",031-232-8636,내과,경기,127.0431434,37.2149864,4.0
705,의료법인 안흥의료재단 새안동요양병원,"경상북도 안동시 경동로 617,  (안흥동)",054-857-9500,내과,경북,128.7253262,36.5636369,2.2
706,의료법인 양진의료재단 성모요양병원,"경기도 평택시 평택5로 65, (비전동)",031-651-0707,내과,경기,127.1111376,36.9919482,3.0
707,의료법인 어울림의료재단 정성요양병원,"서울특별시 구로구 남부순환로 1287, 정성요양병원 2.3.5층 남부순환로 107",02-863-8636,내과,서울,126.8938864,37.478969,2.4
708,의료법인 여덕의료재단 증평요양병원,"충청북도 증평군 증평읍 중앙로 114-0, ()",043-760-8886,내과,충북,127.575366,36.7774783,4.0
709,의료법인 연호요양병원,"강원도 홍천군 북방면 팔봉산로 2420-58, 2420",033-262-5002,내과,강원,127.8140604,37.7324064,4.0
710,의료법인 연훈의료재단 청양훈요양병원,"충청남도 청양군 청양읍 칠갑산로 157, ()",041-943-8114,내과,충남,126.7939955,36.4506774,3.5
711,의료법인 영덕의료재단 영덕효요양병원,"경상북도 영덕군 영덕읍 영덕로 72-12, ()",054-734-9119,내과,경북,129.3733478,36.4010044,3.7
712,의료법인 영신의료재단 동래유유요양병원,"부산광역시 동래구 금강로 64, (온천동)",051-555-7588,내과,부산,129.077549,35.2149053,2.3
713,의료법인 영주의료재단 명품요양병원,"경상북도 영주시 반지미로 265,  (가흥동)",054-639-1881,내과,경북,128.5975876,36.8248161,2.5
714,의료법인 영파의료재단 규림요양병원,"부산광역시 금정구 금샘로 59, (장전동)",051-582-1234,내과,부산,129.0759887,35.2307264,2.7
715,의료법인 영풍의료재단 풍기성심요양병원,"경상북도 영주시 풍기읍 소백로1916번길 6, 6",054-630-2511,내과,경북,128.5361724,36.8674952,2.5
716,의료법인 옐림의료재단 농소요양병원,"울산광역시 북구 아진로 78, (상안동)",052-282-7002,내과,울산,129.3403155,35.6304122,2.8
717,의료법인 온그룹의료재단 온요양병원,"부산광역시 부산진구 가야대로 721, 신관 8~9층 일부, 10-13, 16층 전",051-607-0810,내과,부산,129.0499565,35.1578994,2.0
718,의료법인 온의료재단 신세계요양병원,"부산광역시 동래구 온천장로 40, (온천동)",051-554-8811,내과,부산,129.0797099,35.2156776,2.0
719,의료법인 우석의료재단 연세요양병원,"경상북도 상주시 낙동면 영남제일로 841, ()",054-531-9988,내과,경북,128.2395597,36.4036022,2.3
720,의료법인 우아의료재단 길메리요양병원,"울산광역시 중구 서원1길 106, (반구동)",296-0030,내과,울산,129.3396439,35.5588628,5.0
721,의료법인 원경의료재단 연일요양병원,"경상북도 포항시 남구 연일읍 인주길22번길 38-23, ()",054-286-0575,내과,경북,129.3407646,35.9800996,3.8
722,의료법인 원광의료재단 군산원광효도요양병원,"전라북도 군산시 조촌4길 11,  (조촌동)",063-450-0700,내과,전북,126.7356654,35.9675596,3.9
723,의료법인 원광의료재단 익산원광효도요양병원,"전라북도 익산시 익산대로33길 69, (신용동)",063-850-9900,내과,전북,126.9486577,35.9764261,2.2
724,의료법인 원전의료재단 가양요양병원,"대전광역시 동구 우암로 281,  (가양동)",042-634-7582,내과,대전,127.4469139,36.3462248,2.2
725,의료법인 원전의료재단보니파시오요양병원,"대전광역시 대덕구 덕암로 225, 225",042-717-1000,내과,대전,127.4237673,36.4406172,2.6
726,의료법인 월촌의료재단 해솔요양병원,"울산광역시 북구 당수골5길 41-6, 지하1~지상4층 (호계동)",052-260-5577,내과,울산,129.3593261,35.6328645,2.8
727,의료법인 윤재의료재단 금강요양병원,"부산광역시 동래구 금강공원로 32, (온천동)",051-555-5850,내과,부산,129.081093,35.2191798,2.2
728,의료법인 윤재의료재단 금정요양병원,"부산광역시 동래구 금강로 141, (온천동)",051-581-5846,내과,부산,129.0805399,35.2213128,3.0
729,의료법인 은빛의료재단 참사랑요양병원,"부산광역시 동래구 충렬대로 258, (낙민동)",051-553-0050,내과,부산,129.0873078,35.2007335,3.0
730,의료법인 은성의료재단 좋은리버뷰요양병원,"부산광역시 북구 금곡대로 586, (금곡동)",051-995-0900,내과,부산,129.0137969,35.2595976,3.5
731,의료법인 은성의료재단 좋은부산요양병원,"부산광역시 사상구 학감대로39번길 67, (학장동)",326-0900,내과,부산,128.996512,35.133499,2.3
732,의료법인 은성의료재단 좋은주례요양병원,"부산광역시 사상구 가야대로 264, (주례동)",051-325-0300,내과,부산,129.0014726,35.1500632,3.7
733,의료법인 인경의료재단 홍익요양병원,"경상남도 양산시 북안남6길 6, (북부동)",364-7565,내과,경남,129.0383905,35.3461061,2.2
734,의료법인 일선의료재단 화성현대요양병원,"경기도 화성시 우정읍 남양만로 662, (우정읍)",031-379-6000,내과,경기,126.7980632,37.0423721,3.6
735,의료법인 일원의료재단 늘푸른요양병원,"경상북도 경주시 유림로13번길 155,  (용강동)",054-749-0002,내과,경북,129.2266835,35.8783881,2.3
736,의료법인 자운의료재단 강남요양병원,"경기도 시흥시 수인로3325번길 10, 3층 301호, 302호, 306~309호",031-311-0700,내과,경기,126.7882053,37.4382181,3.7
737,의료법인 자은의료재단 덕산요양병원,"경상남도 창원시 의창구 동읍 의창대로 882, ()",055-251-2221,내과,경남,128.6870726,35.2783582,4.3
738,의료법인 장수의료재단 동래요양병원,"부산광역시 동래구 명륜로 147, (명륜동)",051-557-7011,내과,부산,129.0817587,35.2069388,2.7
739,의료법인 정강의료재단 위드미요양병원,"인천광역시 남동구 논고개로123번길 35, 칼리오페 216호,10,11층 (논현동",032-438-5800,내과,인천,126.7220901,37.4015154,4.4
740,의료법인 정다운의료재단 나진요양병원,"대전광역시 서구 갈마로 122,  (괴정동)",042-525-3800,내과,대전,127.3713404,36.3416514,3.5
741,의료법인 정심의료재단 한마음요양병원,"경기도 시흥시 월곶해안로 97, (월곶동)",031-317-6400,내과,경기,126.7349106,37.3900284,4.2
742,의료법인 정암의료재단 윤성요양병원,"경상북도 청도군 각북면 헐티로 1145-12, ()",054-373-7400,내과,경북,128.5721959,35.7110064,
743,의료법인 정흡의료재단 효림요양병원,"울산광역시 동구 방어진순환도로 693-1, (일산동)",052-252-7500,내과,울산,129.4291107,35.5037002,3.6
744,의료법인 주현의료재단 사상중앙요양병원,"부산광역시 사상구 삼덕로5번길 85, (삼락동, 지하1층~지상4층)",051-305-7002,내과,부산,128.9782163,35.1784013,2.5
745,의료법인 지덕사의료재단 양녕요양병원,"대전광역시 서구 신갈마로 126-0,  (갈마동)",042-528-0001,내과,대전,127.3687924,36.3447487,2.0
746,의료법인 지산의료재단 현인요양병원,"강원도 인제군 기린면 내린천로 3760- ,",033-462-0129,내과,강원,128.3119116,37.9337217,3.0
747,의료법인 진연의료재단 감천문화요양병원,"부산광역시 사하구 옥천로 38, (감천동)",051-293-0013,내과,부산,129.0067816,35.0903898,3.5
748,의료법인 진주의료재단 경상남도립 통영노인전문병원,"경상남도 통영시 도산면 남해안대로 1818, ()",055-640-1900,내과,경남,128.3595982,34.9129706,3.3
749,의료법인 진주의료재단 진주노인요양병원,"경상남도 진주시 문산읍 제곡길98번길 41, 지하1, 1~5층",055-761-7582,내과,경남,128.1752358,35.1537405,3.2
750,의료법인 진천의료재단 진천효병원,"충청북도 진천군 이월면 반지길 54-0, 진천효병원",043-537-0035,내과,충북,127.4374395,36.8851309,3.7
751,의료법인 참나눔의료재단 진요양병원,"경기도 화성시 병점중앙로 87, 3층 (병점동, 태안병점 V-TOWN2)",031-234-5129,내과,경기,127.0418913,37.2063024,3.5
752,의료법인 참사람의료재단 금곡효요양병원,"부산광역시 북구 금곡대로 458, 6층 (금곡동, 금곡월드프라자)",051-927-7000,내과,부산,129.0132941,35.249122,1.3
753,의료법인 참사랑 의료재단 시흥 참사랑 요양병원,"경기도 시흥시 군자로 507, (거모동)",031-492-7119,내과,경기,126.7852918,37.3447995,3.2
754,의료법인 참사랑의료재단 대전참사랑요양병원,"대전광역시 서구 계룡로491번길 8, 갤러리빌4차",042-478-9914,내과,대전,127.380206,36.3455663,2.5
755,의료법인 참예원의료재단 서초참요양병원,"서울특별시 서초구 양재대로 54, 지1,2층, 2~9층 (우면동, 서초참병원)",02-6081-2114,내과,서울,127.0253605,37.4597639,3.8
756,의료법인 참의료재단 아산참요양병원,"충청남도 아산시 염치읍 송곡안길 31, 31",041-427-1004,내과,충남,127.0171529,36.8083551,3.8
757,의료법인 창곡의료재단 참조은요양병원,"충청북도 옥천군 옥천읍 삼양로5길 12-0, ()",043-731-0066,내과,충북,127.5658284,36.305451,3.7
758,의료법인 창녕서울의료재단 창녕서울요양병원,"경상남도 창녕군 창녕읍 창녕대로 122, ()",055-806-7100,내과,경남,128.4969234,35.5342299,3.0
759,의료법인 채움의료재단 약손요양병원,"경상북도 칠곡군 동명면 팔공산로2길 15-0, 약손요양병원",054-975-0803,내과,경북,128.5990282,35.9981882,4.0
760,의료법인 천지의료재단 금샘요양병원,"부산광역시 금정구 남산냇길 111, (청룡동)",051-931-0119,내과,부산,129.0882819,35.2768485,3.7
761,의료법인 청강의료재단 청강요양병원,"강원도 횡성군 강림면 주천강로강림3길 26-4,",033-344-1111,내과,강원,128.1374386,37.3579999,2.6
762,의료법인 청남의료재단  세민에스요양병원,"울산광역시 중구 내황4길 11, (반구동)",052-293-2000,내과,울산,129.3416795,35.5527566,3.8
763,의료법인 청민의료재단 참사랑요양병원,"경상남도 창원시 의창구 남산로1번길 60, (팔용동)",055-294-7575,내과,경남,128.6168416,35.2613932,2.2
764,의료법인 청산의료재단 효원요양병원,"울산광역시 남구 봉월로 155, (신정동)",052-950-7500,내과,울산,129.3070393,35.5463428,2.4
765,의료법인 청송의료재단 해뜨락요양병원,"부산광역시 북구 덕천로381번길 9-3, (만덕동)",051-333-1201,내과,부산,129.0447292,35.2103669,3.8
766,의료법인 케이엔의료재단 경남요양병원,"경상남도 창녕군 남지읍 남지중앙로 45, ()",055-526-3355,내과,경남,128.4747776,35.3911711,1.7
767,의료법인 태종의료재단 음성요양병원,"충청북도 음성군 음성읍 시장로126번길 9, ()",043-871-9900,내과,충북,127.6919239,36.9388209,2.8
768,의료법인 패밀리의료재단 만덕힐요양병원,"부산광역시 북구 만덕고개길 60-12, (만덕동)",051-332-1114,내과,부산,129.0466489,35.21249,3.8
769,의료법인 하람의료재단 청주탑요양병원,"충청북도 청주시 서원구 궁뜰로 16-0,  (미평동)",043-296-5000,내과,충북,127.4785435,36.6007923,2.5
770,의료법인 한림의료재단 효성요양병원,"경상남도 통영시 용남면 남해안대로 523, 1,4,5층 (강산빌딩)",055-646-9700,내과,경남,128.4412352,34.8620287,3.3
771,의료법인 한백의료재단 구미아성요양병원,"경상북도 구미시 선기로 155-23,  (선기동)",054-442-5555,내과,경북,128.3069999,36.128627,3.3
772,의료법인 한빛의료재단 행복한요양병원,"전라북도 군산시 옥구읍 수산길 71-21, ()",063-464-7171,내과,전북,126.703647,35.9070519,2.4
773,의료법인 한세의료재단 효은요양병원,"부산광역시 해운대구 달맞이길117번나길 24, (중동)",051-746-8787,내과,부산,129.1808924,35.158238,3.0
774,의료법인 한일의료재단 패밀리요양병원,"대전광역시 중구 중교로 39, (대흥동)",042-242-0875,내과,대전,127.4241204,36.325646,3.6
775,의료법인 해올의료재단 힐마루요양병원,"부산광역시 해운대구 달맞이길117번나길 174, (중동, 아식스신발연구소)",051-715-6000,내과,부산,129.1852253,35.1640935,2.0
776,의료법인 해창의료재단 블루힐요양병원,"경기도 의정부시 입석로70번길 66, (녹양동)",031-871-8118,내과,경기,127.0195301,37.7576073,2.8
777,의료법인 행복나눔의료재단 사랑요양병원,"서울특별시 노원구 동일로243길 45, (상계동, 사랑요양병원)",02-933-1114,내과,서울,127.0526264,37.6784546,1.0
778,의료법인 행복한의료재단 경남도립사천노인전문병원,"경상남도 사천시 축동면 서삼로 1110-35, ()",055-794-2900,내과,경남,128.0450659,35.0934984,2.5
779,의료법인 행복한의료재단 사천중앙요양병원,"경상남도 사천시 사천읍 옥산로 127, 3~7층",055-851-5400,내과,경남,128.0968826,35.0791794,2.3
780,의료법인 행복한의료재단 센텀요양병원,"경상남도 진주시 진주대로941번길 8, B1,2,1,3~7층 (강남동, 센텀병원)",055-795-2200,내과,경남,128.087695,35.1842234,2.0
781,의료법인 행복한의료재단 숲속요양병원,"경상남도 밀양시 단장면 동화2길 36-59, ()",055-356-6119,내과,경남,128.887075,35.510425,4.0
782,의료법인 허명의료재단 구포일심요양병원,"부산광역시 북구 낙동대로 1678, (구포동)",051-341-0119,내과,부산,128.9955156,35.2046381,2.5
783,의료법인 현백의료재단 사상제일요양병원,"부산광역시 사상구 사상로 280, (덕포동)",051-301-0011,내과,부산,128.9827545,35.1697772,3.0
784,의료법인 현보의료재단 해오름요양병원,"경상북도 영천시 오수1길 21-0,  (오수동)",054-335-7953,내과,경북,128.9141612,35.9585221,2.5
785,의료법인 현오의료재단 늘푸른요양병원,"충청북도 충주시 앙성면 용당1길 29-0, ()",043-851-8700,내과,충북,127.7571965,37.1077992,3.0
786,의료법인 혜담의료재단 평택이편안요양병원,"경기도 평택시 안중읍 서동대로 1831-16, ()",031-683-2277,내과,경기,126.9505629,36.9971553,3.2
787,의료법인 황산의료재단 황산요양병원,"부산광역시 연제구 쌍미천로84번길 37, (연산동)",051-867-4428,내과,부산,129.0881416,35.1818788,3.5
788,의료법인 효민의료재단 대구큰사랑요양병원,"대구광역시 북구 대현로 46, 지하2층,지하1층일부,1층일부,2~4층,6층일부,9",053-951-9119,내과,대구,128.6046858,35.884639,2.5
789,의료법인 효송의료재단 서안산노인전문병원,"경기도 안산시 단원구 원포공원로 54, 프라임아트 104~107호, 201호, 2",031-406-7777,내과,경기,126.8098707,37.3033114,3.5
790,의료법인 효일의료재단 나눔요양병원,"전라북도 전주시 완산구 선너머2길 4, (중화산동1가)",063-276-7000,내과,전북,127.1294226,35.8124897,3.5
791,의료법인 효준의료재단 공주요양병원,"충청남도 공주시 신풍면 대룡조평길 377, ()",041-841-2984,내과,충남,126.928588,36.519083,3.0
792,의료법인 희경의료재단 한국요양병원,"부산광역시 사상구 광장로 33, (괘법동)",051-328-8251,내과,부산,128.9804432,35.1633093,3.7
793,의료법인가창삼성의료재단 가창삼성요양병원,"대구광역시 달성군 가창면 가창로57길 50, ()",053-762-1400,내과,대구,128.6590379,35.736966,1.5
794,의료법인강혜의료재단남천사랑의요양병원,"부산광역시 수영구 수영로 456, (남천동)",051-625-1122,내과,부산,129.1103244,35.146437,2.8
795,의료법인건강나라의료재단 건강나라요양병원,"전라북도 전주시 완산구 맏내로 114, (평화동2가)",063-225-0880,내과,전북,127.1293411,35.7905674,4.2
796,의료법인건강한사람들의료재단 프리마요양병원,"부산광역시 연제구 고분로 4, (연산동)",051-867-7500,내과,부산,129.0826874,35.185661,2.2
797,의료법인경북요양병원,"경상북도 안동시 충효로 4463, (정하동)",054-823-7501,내과,경북,128.7359107,36.551568,1.5
798,의료법인경북의료재단 길주요양병원,"경상북도 안동시 경동로 1289,  (송천동)",054-821-0200,내과,경북,128.7883746,36.5447589,3.6
799,의료법인경빈의료재단 김해센텀요양병원,"경상남도 김해시 구지로 58, 6~10층 (내동)",055-330-9191,내과,경남,128.8695414,35.2392616,3.0
800,의료법인경진의료재단 오천경희요양병원,"경상북도 포항시 남구 오천읍 구정길17번길 13-0,  1층 (오천경희요양병원)",054-720-5000,내과,경북,129.4086883,35.9816116,3.0
801,의료법인계산재단문실버요양병원,"전라북도 전주시 완산구 충경로 91, (경원동3가)",063-282-8833,내과,전북,127.1491025,35.819633,4.3
802,의료법인고려의료재단 원동요양병원,"대전광역시 동구 대전로 742-0, 2~4층 (원동,대전원동건축자재판매시설)",042-535-9999,내과,대전,127.4357679,36.3263564,3.7
803,의료법인고운손의료재단고운마음요양병원,"대전광역시 유성구 송림로 58-0,  (하기동)",042-820-9999,내과,대전,127.3242163,36.3867831,2.2
804,의료법인광화의료재단러스크병원,"경기도 용인시 수지구 포은대로313번길 2-8, (풍덕천동)",031-898-0007,내과,경기,127.0866484,37.3157082,3.2
805,의료법인광화의료재단하워드힐병원,"경기도 용인시 기흥구 흥덕2로117번길 23, (영덕동)",031-217-0303,내과,경기,127.0714731,37.2778436,3.4
806,의료법인교통문화의료재단 신창요양병원,"부산광역시 중구 중앙대로 55, (중앙동2가)",051-243-8800,내과,부산,129.0361076,35.1025744,3.3
807,의료법인교통문화의료재단 우리미소요양병원,"부산광역시 사하구 비봉로 80, (신평동)",051-987-7900,내과,부산,128.9630394,35.0988244,3.2
808,의료법인굿모닝의료재단굿모닝요양병원,"경상남도 창원시 마산회원구 봉양로 7, (양덕동, 동방프라자)",055-259-1000,내과,경남,128.5879413,35.2214825,3.2
809,의료법인기호의료재단 청하요양병원,"경상북도 영주시 신재로24번길 91,  (가흥동)",054-630-9900,내과,경북,128.609401,36.8348243,2.8
810,의료법인나눔의료재단 행림요양병원,"부산광역시 금정구 중앙대로 1905, (구서동)",051-517-8211,내과,부산,129.0910416,35.2544494,4.0
811,의료법인나라의료재단 부산나라요양병원,"부산광역시 동구 중앙대로 421, (좌천동)",051-646-0505,내과,부산,129.0518374,35.1322374,2.2
812,의료법인나라의료재단중앙나라요양병원,"부산광역시 중구 중앙대로 69, (중앙동3가)",051-246-0505,내과,부산,129.035898,35.1038462,2.3
813,의료법인나성의료재단논산행복한요양병원,"충청남도 논산시 부적면 계백로 1487, (부적면)",041-736-3000,내과,충남,127.139656,36.2141024,3.2
814,의료법인나우리의료재단나우리요양병원,"대전광역시 유성구 진잠로 164,  (원내동)",042-546-8275,내과,대전,127.3195123,36.3038107,2.4
815,의료법인다평의료재단 센텀휴요양병원,"부산광역시 사하구 다대로277번길 31, (장림동)",264-0100,내과,부산,128.9789704,35.0769067,2.7
816,의료법인대성사랑의료재단 제일요양병원,"부산광역시 금정구 서부로 56, (서동)",051-527-3800,내과,부산,129.1009869,35.2182958,3.0
817,의료법인대성의료재단 한림예요양병원,"경기도 의왕시 경수대로391번길 14-12, 2-4층 (오전동, bk빌딩)",455-5114,내과,경기,126.9631243,37.3602188,2.7
818,의료법인대전석천의료재단 섬김요양병원,"대전광역시 중구 유천로 76,  (유천동)",042-522-6000,내과,대전,127.3974373,36.3192985,3.0
819,의료법인더존의료재단 경희요양병원,"경기도 안산시 단원구 광덕대로 162, 광덕대로 154 (고잔동)",031-402-2222,내과,경기,126.8309545,37.3108112,3.5
820,의료법인덕수의료재단보라매요양병원,"서울특별시 동작구 여의대방로 134, (대방동)",02-812-7777,내과,서울,126.9206891,37.4988584,3.5
821,의료법인동오의료재단 도움요양병원,"경상북도 경산시 평산1길 37-35, (평산동)",053-810-0000,내과,경북,128.7632304,35.7990474,4.0
822,의료법인동일의료재단수영나라요양병원,"부산광역시 수영구 연수로 404, (광안동)",758-7777,내과,부산,129.1132968,35.1683349,3.0
823,의료법인동제의료재단 오차드요양병원,"경상북도 울진군 후포면 동해대로 441, ()",054-788-9090,내과,경북,129.4357205,36.6792812,2.3
824,의료법인두영의료재단 정안요양병원,"경기도 고양시 일산동구 성현로377번길 128-4, (문봉동)",977-8757,내과,경기,126.8331729,37.7004174,4.4
825,의료법인마루의료재단 의왕요양병원,"부산광역시 사하구 낙동대로 305, (괴정동)",051-220-7000,내과,부산,128.9834801,35.0993512,3.2
826,의료법인만전의료재단장유효요양병원,"경상남도 김해시 능동로155번길 10-15, 새미래네오피아 4층 (부곡동)",055-314-1250,내과,경남,128.8080268,35.203597,3.4
827,의료법인무등산의료재단 무등산생태요양병원,"전라남도 담양군 가사문학면 백아로 2640, (가사문학면)",061-380-8090,내과,전남,127.0813665,35.1311138,2.2
828,의료법인무일의료재단 참좋은요양병원,"경상북도 영천시 망정1길 32,  (망정동)",054-337-5119,내과,경북,128.9488348,35.9762239,3.7
829,의료법인무진의료재단 화순현대요양병원,"전라남도 화순군 화순읍 중앙로 8, ()",061-370-7000,내과,전남,126.982454,35.0600826,3.5
830,의료법인바로의료재단 미루요양병원,"경상북도 경주시 안강읍 화전북4길 8, (안강읍)",054-760-0000,내과,경북,129.2084752,35.9939355,3.2
831,의료법인백경의료재단김해강남요양병원,"경상남도 김해시 평전로 83, (외동)",055-321-7667,내과,경남,128.855965,35.2383617,3.7
832,의료법인백세의료재단백세요양병원,"부산광역시 수영구 광일로43번길 25, (광안동)",051-753-9595,내과,부산,129.1092407,35.1614742,3.5
833,의료법인벽암의료재단 큰바다요양병원,"경상남도 창원시 마산합포구 수산1길 262-2, (오동동)",055-221-3388,내과,경남,128.5834581,35.2048127,3.0
834,의료법인보듬의료재단 효드림요양병원,"전라남도 여수시 미평9길 21-0, 열방제일교회",061-654-0000,내과,전남,127.7046079,34.7690362,2.3
835,의료법인뵈뵈의료재단복있는요양병원,"부산광역시 기장군 기장읍 대변로 117-2, ()",051-529-1524,내과,부산,129.225875,35.2279,2.0
836,의료법인브루노의료재단보은요양병원,"충청북도 보은군 수한면 후평바리미길 31-0, 노인요양병원",043-544-7114,내과,충북,127.6996722,36.4780722,2.5
837,의료법인비에스의료재단 브레인요양병원,"대전광역시 유성구 도안대로567번길 26-0,  0동 (봉명동)",042-365-0101,내과,대전,127.3386863,36.3515606,2.3
838,의료법인산동의료재단산동요양병원,"경상북도 청도군 금천면 금천로 4, (금천면)",054-372-3073,내과,경북,128.8947791,35.6927293,2.0
839,의료법인삼송의료재단 김포효병원,"경기도 김포시 장릉1로 11, 3층 (풍무동)",031-985-6061,내과,경기,126.7224184,37.6086827,2.7
840,의료법인상보의료재단 대구경상요양병원,"대구광역시 달서구 달구벌대로 1762, 두류빌딩 7층 (두류동)",053-620-7339,내과,대구,128.558434,35.8573412,3.8
841,의료법인상봉의료재단 상봉요양병원,"부산광역시 부산진구 황령대로8번길 7, (범천동)",051-633-8171,내과,부산,129.0607991,35.1473565,2.4
842,의료법인새한의료재단 목포성심요양병원,"전라남도 목포시 영산로844번길 13,  (대양동)",061-283-5400,내과,전남,126.4233818,34.8380595,2.0
843,의료법인석경의료재단 센트럴요양병원,"경기도 시흥시 공단1대로 237, 제B동 3층,4층,5층,6층일부,7층 (정왕동)",031-8041-3521,내과,경기,126.7281267,37.3369084,3.4
844,의료법인석영의료재단효도투석요양병원,"경상남도 창원시 마산회원구 3·15대로 878, (구암동, 효도병원)",055-292-7575,내과,경남,128.5923294,35.2468358,3.3
845,의료법인선우의료재단  BHS동래한서요양병원,"부산광역시 금정구 중앙대로 1721, (부곡동)",509-3000,내과,부산,129.0919846,35.238198,3.2
846,의료법인성노복지의료재단효자요양병원,"전라북도 고창군 무장면 감덕길 19, 19",063-561-0841,내과,전북,126.6106647,35.3901682,1.8
847,의료법인성인의료재단이에이씨창원요양병원,"경상남도 창원시 마산합포구 가포로 652, (덕동동)",055-230-7777,내과,경남,128.5790111,35.1419998,2.3
848,의료법인성제의료재단 성제요양병원,"경상북도 의성군 안계면 안계길 200, ()",054-861-3388,내과,경북,128.4330026,36.3885974,2.7
849,의료법인성진의료재단 동산요양병원,"부산광역시 사하구 낙동대로216번길 10, (괴정동)",051-204-1133,내과,부산,128.993158,35.1008523,3.6
850,의료법인성효의료재단 성심요양병원,"경상북도 포항시 북구 중앙로 297,  (상원동)",054-247-2888,내과,경북,129.3658773,36.0394305,4.0
851,의료법인세온의료재단브라운요양병원,"충청남도 천안시 동남구 목천읍 충절로 794, ()",041-553-1234,내과,충남,127.1999536,36.7682686,3.0
852,의료법인세왕의료재단 세왕요양병원,"부산광역시 금정구 식물원로9번길 37, (장전동)",051-468-9700,내과,부산,129.0859483,35.2224958,3.1
853,의료법인세화의료재단 나주효사랑요양병원,"전라남도 나주시 금천면 영산로 5891-9, (금천면)",061-330-1700,내과,전남,126.7706473,35.03562,2.5
854,의료법인소랑의료재단 구미제일요양병원,"경상북도 구미시 고아읍 선산대로 1116-0, 구미제일요양병원",054-451-8888,내과,경북,128.316171,36.2171862,4.2
855,의료법인소망의료재단 가나안요양병원,"전라남도 해남군 마산면 마산로 433-15, ()",061-532-3751,내과,전남,126.5665757,34.619363,3.6
856,의료법인소양의료재단 서울요양병원,"경상북도 경주시 화랑로 86,  (동부동)",054-749-6666,내과,경북,129.2102198,35.8444258,1.3
857,의료법인송백의료재단 늘푸른요양병원,"경상북도 경산시 경안로 158, (중방동)",053-813-0660,내과,경북,128.7381638,35.8217951,3.0
858,의료법인송산의료재단 해양요양병원,"부산광역시 중구 광복로97번길 26-2, (동광동2가)",051-466-0008,내과,부산,129.0348973,35.1009717,2.7
859,의료법인송암의료재단 중앙요양병원,"경상북도 경주시 금성로 281,  (성건동)",054-749-4433,내과,경북,129.2066579,35.8427894,3.0
860,의료법인송죽의료재단 경주으뜸요양병원,"경상북도 경주시 충현로2길 10,  (충효동)",054-774-5400,내과,경북,129.1697202,35.8474447,3.0
861,의료법인송지의료재단 장흥요양병원,"전라남도 장흥군 장흥읍 중앙로 6-0, 장흥요양병원",061-862-8881,내과,전남,126.9094829,34.6768139,2.8
862,의료법인수성의료재단영남요양병원,"경상북도 경산시 강변동로 110, (중방동)",053-814-0171,내과,경북,128.7324381,35.8205933,3.7
863,의료법인수의료재단 청솔요양병원,"경상남도 김해시 김해대로2529번길 35, (삼정동)",055-310-1000,내과,경남,128.9028032,35.2315274,4.0
864,의료법인숭덕의료재단 단반트리지리산요양병원,"전라남도 구례군 구례읍 봉동길 31, ()",061-782-7575,내과,전남,127.4710248,35.2099265,4.0
865,의료법인숭덕의료재단 순천효사랑요양병원,"전라남도 순천시 해룡면 여순로 1600, ()",061-720-1000,내과,전남,127.5303708,34.9174516,1.5
